TN4270301d_val,TN4270401d_val,TN4270501d_val,TN4270601d_val,TN4270701d_val,TN4270801d_val,TN4270901d_val,TN4271001d_val,TN4271101d_val,TN4271201d_val,TN4271301d_val,TN4271401d_val,TN4271502d_val
22.1012,22.0266,21.8766,22.0315,22.0996,22.1199,22.1856,22.2,22.2156,22.2106,21.9219,21.8134,21.7508
22.1004,22.0286,21.8766,22.0314,22.1008,22.1269,22.1856,22.2002,22.2157,22.2118,21.922,21.8141,21.7632
22.1004,22.0286,21.8766,22.0314,22.1008,22.1269,22.1856,22.2002,22.2157,22.2118,21.922,21.8141,21.7632
22.1004,22.0301,21.8786,22.0321,22.1033,22.1289,22.1858,22.2002,22.2144,22.2128,21.9223,21.8138,21.7705
22.1004,22.0301,21.8786,22.0321,22.1033,22.1289,22.1858,22.2002,22.2144,22.2128,21.9223,21.8138,21.7705
22.099,22.0312,21.8796,22.0333,22.1066,22.1278,22.1855,22.2004,22.2133,22.2132,21.9228,21.814,21.7719
22.099,22.0312,21.8796,22.0333,22.1066,22.1278,22.1855,22.2004,22.2133,22.2132,21.9228,21.814,21.7719
22.0989,22.0324,21.8809,22.0364,22.1074,22.1344,22.1853,22.2006,22.2133,22.2158,21.9233,21.8155,21.7743
22.0989,22.0324,21.8809,22.0364,22.1074,22.1344,22.1853,22.2006,22.2133,22.2158,21.9233,21.8155,21.7743
22.0988,22.0335,21.8853,22.0361,22.1083,22.1392,22.1853,22.2005,22.2141,22.2157,21.9238,21.8174,21.7756
22.0988,22.0335,21.8853,22.0361,22.1083,22.1392,22.1853,22.2005,22.2141,22.2157,21.9238,21.8174,21.7756
22.0986,22.0349,21.8898,22.039,22.1111,22.1433,22.1857,22.2008,22.2138,22.2158,21.9236,21.8183,21.7763
22.0986,22.0349,21.8898,22.039,22.1111,22.1433,22.1857,22.2008,22.2138,22.2158,21.9236,21.8183,21.7763
22.0987,22.0358,21.8911,22.0425,22.114,22.1476,22.1857,22.2025,22.2137,22.2166,21.9245,21.8191,21.7774
22.0987,22.0358,21.8911,22.0425,22.114,22.1476,22.1857,22.2025,22.2137,22.2166,21.9245,21.8191,21.7774
22.0984,22.0364,21.8924,22.0438,22.1161,22.1482,22.1856,22.2025,22.2133,22.2192,21.9247,21.8196,21.7792
22.0984,22.0364,21.8924,22.0438,22.1161,22.1482,22.1856,22.2025,22.2133,22.2192,21.9247,21.8196,21.7792
22.0985,22.0371,21.8936,22.0452,22.1171,22.1501,22.1857,22.2017,22.2134,22.2204,21.9251,21.8197,21.7807
22.0985,22.0371,21.8936,22.0452,22.1171,22.1501,22.1857,22.2017,22.2134,22.2204,21.9251,21.8197,21.7807
22.0992,22.038,21.8941,22.0524,22.119,22.1515,22.186,22.2018,22.2136,22.2204,21.9264,21.8216,21.7817
22.0992,22.038,21.8941,22.0524,22.119,22.1515,22.186,22.2018,22.2136,22.2204,21.9264,21.8216,21.7817
22.1062,22.039,21.895,22.068,22.1205,22.1533,22.1864,22.2018,22.2137,22.2206,21.9275,21.8235,21.7833
22.1062,22.039,21.895,22.068,22.1205,22.1533,22.1864,22.2018,22.2137,22.2206,21.9275,21.8235,21.7833
22.1081,22.0401,21.8956,22.0996,22.1217,22.1538,22.1866,22.2015,22.214,22.2206,21.9286,21.8251,21.7856
22.1081,22.0401,21.8956,22.0996,22.1217,22.1538,22.1866,22.2015,22.214,22.2206,21.9286,21.8251,21.7856
22.1081,22.041,21.896,22.1033,22.1261,22.1546,22.1868,22.2012,22.2143,22.2207,21.9291,21.8259,21.7878
22.1081,22.041,21.896,22.1033,22.1261,22.1546,22.1868,22.2012,22.2143,22.2207,21.9291,21.8259,21.7878
22.1083,22.0422,21.8965,22.1111,22.1282,22.1548,22.1866,22.2016,22.2145,22.2211,21.9298,21.8289,21.7901
22.1083,22.0422,21.8965,22.1111,22.1282,22.1548,22.1866,22.2016,22.2145,22.2211,21.9298,21.8289,21.7901
22.1089,22.0439,21.897,22.1225,22.1303,22.1559,22.1883,22.2009,22.2161,22.2204,21.9366,21.8303,21.7919
22.1089,22.0439,21.897,22.1225,22.1303,22.1559,22.1883,22.2009,22.2161,22.2204,21.9366,21.8303,21.7919
22.1119,22.0497,21.8975,22.1291,22.1377,22.157,22.1881,22.2008,22.2164,22.2207,21.9413,21.8323,21.7942
22.1119,22.0497,21.8975,22.1291,22.1377,22.157,22.1881,22.2008,22.2164,22.2207,21.9413,21.8323,21.7942
22.1141,22.0638,21.8982,22.1343,22.14,22.1578,22.1888,22.2012,22.2174,22.2211,21.9464,21.8324,21.7966
22.1141,22.0638,21.8982,22.1343,22.14,22.1578,22.1888,22.2012,22.2174,22.2211,21.9464,21.8324,21.7966
22.1149,22.071,21.8987,22.1377,22.1417,22.1587,22.1883,22.2011,22.2184,22.2213,21.9497,21.8326,21.7988
22.1149,22.071,21.8987,22.1377,22.1417,22.1587,22.1883,22.2011,22.2184,22.2213,21.9497,21.8326,21.7988
22.1165,22.0765,21.8996,22.1421,22.1448,22.1597,22.1896,22.201,22.219,22.2214,21.9589,21.8337,21.8034
22.1165,22.0765,21.8996,22.1421,22.1448,22.1597,22.1896,22.201,22.219,22.2214,21.9589,21.8337,21.8034
22.1193,22.0936,21.9003,22.1436,22.1502,22.1613,22.1915,22.2013,22.2187,22.2215,21.9645,21.8351,21.8042
22.1193,22.0936,21.9003,22.1436,22.1502,22.1613,22.1915,22.2013,22.2187,22.2215,21.9645,21.8351,21.8042
22.12,22.124,21.9013,22.1447,22.152,22.163,22.193,22.2015,22.2189,22.2216,21.9685,21.8376,21.81
22.12,22.124,21.9013,22.1447,22.152,22.163,22.193,22.2015,22.2189,22.2216,21.9685,21.8376,21.81
22.1204,22.1799,21.9032,22.1481,22.1562,22.1647,22.195,22.2016,22.2195,22.2219,21.9785,21.841,21.8153
22.1204,22.1799,21.9032,22.1481,22.1562,22.1647,22.195,22.2016,22.2195,22.2219,21.9785,21.841,21.8153
22.1219,22.2042,21.9067,22.1541,22.1588,22.167,22.1977,22.2017,22.2196,22.2219,21.9895,21.8438,21.8224
22.1219,22.2042,21.9067,22.1541,22.1588,22.167,22.1977,22.2017,22.2196,22.2219,21.9895,21.8438,21.8224
22.1271,22.2099,21.9116,22.1589,22.1659,22.1691,22.2044,22.2018,22.2196,22.2222,22.0096,21.8457,21.8291
22.1271,22.2099,21.9116,22.1589,22.1659,22.1691,22.2044,22.2018,22.2196,22.2222,22.0096,21.8457,21.8291
22.1557,22.2171,21.9193,22.1624,22.1715,22.1726,22.2094,22.2017,22.2196,22.2223,22.0306,21.8485,21.8371
22.1557,22.2171,21.9193,22.1624,22.1715,22.1726,22.2094,22.2017,22.2196,22.2223,22.0306,21.8485,21.8371
22.1734,22.2392,21.9364,22.1631,22.1762,22.1743,22.2106,22.2017,22.2198,22.2224,22.0576,21.8528,21.8536
22.1734,22.2392,21.9364,22.1631,22.1762,22.1743,22.2106,22.2017,22.2198,22.2224,22.0576,21.8528,21.8536
22.2081,22.2578,21.9506,22.1651,22.1858,22.1747,22.2135,22.204,22.2196,22.2226,22.0823,21.8564,21.8629
22.2081,22.2578,21.9506,22.1651,22.1858,22.1747,22.2135,22.204,22.2196,22.2226,22.0823,21.8564,21.8629
22.2429,22.2823,21.9751,22.1662,22.1915,22.1774,22.219,22.2092,22.222,22.2227,22.1016,21.8636,21.8845
22.2429,22.2823,21.9751,22.1662,22.1915,22.1774,22.219,22.2092,22.222,22.2227,22.1016,21.8636,21.8845
22.2515,22.3232,21.9889,22.1681,22.1962,22.1808,22.2225,22.205,22.2315,22.2229,22.1252,21.8722,21.8986
22.2515,22.3232,21.9889,22.1681,22.1962,22.1808,22.2225,22.205,22.2315,22.2229,22.1252,21.8722,21.8986
22.2662,22.3368,22.0138,22.1707,22.2112,22.1841,22.2237,22.2084,22.2347,22.2231,22.146,21.8886,21.9144
22.2662,22.3368,22.0138,22.1707,22.2112,22.1841,22.2237,22.2084,22.2347,22.2231,22.146,21.8886,21.9144
22.2805,22.3427,22.0279,22.1764,22.2305,22.1875,22.228,22.2107,22.2339,22.2234,22.1557,21.9033,21.9468
22.2805,22.3427,22.0279,22.1764,22.2305,22.1875,22.228,22.2107,22.2339,22.2234,22.1557,21.9033,21.9468
22.2887,22.3513,22.0384,22.1939,22.2474,22.191,22.2337,22.2157,22.2353,22.2237,22.168,21.9182,21.9665
22.2887,22.3513,22.0384,22.1939,22.2474,22.191,22.2337,22.2157,22.2353,22.2237,22.168,21.9182,21.9665
22.3074,22.3729,22.0527,22.2083,22.2727,22.1983,22.2372,22.2217,22.2378,22.2238,22.1914,21.9443,21.9828
22.3074,22.3729,22.0527,22.2083,22.2727,22.1983,22.2372,22.2217,22.2378,22.2238,22.1914,21.9443,21.9828
22.3167,22.396,22.0587,22.2155,22.303,22.2215,22.2397,22.2297,22.2366,22.2245,22.2215,21.9837,22.0124
22.3167,22.396,22.0587,22.2155,22.303,22.2215,22.2397,22.2297,22.2366,22.2245,22.2215,21.9837,22.0124
22.3323,22.4573,22.0668,22.2269,22.3098,22.2716,22.243,22.2348,22.2372,22.2252,22.2286,22.0469,22.0433
22.3323,22.4573,22.0668,22.2269,22.3098,22.2716,22.243,22.2348,22.2372,22.2252,22.2286,22.0469,22.0433
22.344,22.4793,22.0785,22.2312,22.3656,22.2776,22.2464,22.2371,22.2394,22.2258,22.2297,22.1638,22.136
22.344,22.4793,22.0785,22.2312,22.3656,22.2776,22.2464,22.2371,22.2394,22.2258,22.2297,22.1638,22.136
22.3534,22.4969,22.0982,22.2395,22.4486,22.2794,22.248,22.2407,22.2418,22.2264,22.2303,22.2061,22.227
22.3534,22.4969,22.0982,22.2395,22.4486,22.2794,22.248,22.2407,22.2418,22.2264,22.2303,22.2061,22.227
22.3949,22.5101,22.1302,22.2448,22.4825,22.283,22.2493,22.2428,22.2425,22.2273,22.2315,22.2253,22.3177
22.3949,22.5101,22.1302,22.2448,22.4825,22.283,22.2493,22.2428,22.2425,22.2273,22.2315,22.2253,22.3177
22.4184,22.5209,22.1596,22.2633,22.4978,22.2887,22.2503,22.2488,22.2429,22.2291,22.2339,22.238,22.355
22.4184,22.5209,22.1596,22.2633,22.4978,22.2887,22.2503,22.2488,22.2429,22.2291,22.2339,22.238,22.355
22.4377,22.5241,22.1993,22.2795,22.5412,22.2958,22.2523,22.2479,22.2446,22.2308,22.2355,22.2884,22.3768
22.4377,22.5241,22.1993,22.2795,22.5412,22.2958,22.2523,22.2479,22.2446,22.2308,22.2355,22.2884,22.3768
22.4554,22.5295,22.2333,22.303,22.5533,22.3014,22.2554,22.2512,22.2454,22.232,22.2499,22.3528,22.3916
22.4554,22.5295,22.2333,22.303,22.5533,22.3014,22.2554,22.2512,22.2454,22.232,22.2499,22.3528,22.3916
22.4662,22.5596,22.3038,22.3271,22.5737,22.306,22.26,22.2599,22.2484,22.2328,22.2632,22.4628,22.4047
22.4662,22.5596,22.3038,22.3271,22.5737,22.306,22.26,22.2599,22.2484,22.2328,22.2632,22.4628,22.4047
22.4787,22.5651,22.3498,22.3964,22.5976,22.3186,22.2682,22.2654,22.2531,22.2345,22.2835,22.5249,22.4136
22.4787,22.5651,22.3498,22.3964,22.5976,22.3186,22.2682,22.2654,22.2531,22.2345,22.2835,22.5249,22.4136
22.5007,22.5737,22.3895,22.4661,22.6088,22.3298,22.2809,22.2695,22.2561,22.2359,22.3044,22.603,22.4259
22.5007,22.5737,22.3895,22.4661,22.6088,22.3298,22.2809,22.2695,22.2561,22.2359,22.3044,22.603,22.4259
22.5232,22.6031,22.4566,22.4967,22.6169,22.3398,22.2925,22.2726,22.2607,22.2378,22.321,22.6791,22.4528
22.5232,22.6031,22.4566,22.4967,22.6169,22.3398,22.2925,22.2726,22.2607,22.2378,22.321,22.6791,22.4528
22.533,22.6232,22.4925,22.5409,22.6271,22.4098,22.3004,22.2758,22.2644,22.2388,22.3399,22.7161,22.5184
22.533,22.6232,22.4925,22.5409,22.6271,22.4098,22.3004,22.2758,22.2644,22.2388,22.3399,22.7161,22.5184
22.533,22.6232,22.4925,22.5409,22.6271,22.4098,22.3004,22.2758,22.2644,22.2388,22.3399,22.7161,22.5184
22.5343,22.636,22.5008,22.5564,22.679,22.6907,22.3054,22.2791,22.2665,22.2449,22.3596,22.7487,22.5505
22.5343,22.636,22.5008,22.5564,22.679,22.6907,22.3054,22.2791,22.2665,22.2449,22.3596,22.7487,22.5505
22.5401,22.6784,22.5099,22.5619,22.7412,22.8048,22.308,22.2808,22.2684,22.2516,22.4132,22.7712,22.6139
22.5401,22.6784,22.5099,22.5619,22.7412,22.8048,22.308,22.2808,22.2684,22.2516,22.4132,22.7712,22.6139
22.5508,22.693,22.5225,22.5804,22.8073,22.8945,22.3141,22.2829,22.2697,22.2631,22.4624,22.7906,22.7546
22.5508,22.693,22.5225,22.5804,22.8073,22.8945,22.3141,22.2829,22.2697,22.2631,22.4624,22.7906,22.7546
22.5985,22.7343,22.5466,22.6054,22.8563,22.9434,22.3183,22.2847,22.3507,22.278,22.4865,22.8197,22.8583
22.5985,22.7343,22.5466,22.6054,22.8563,22.9434,22.3183,22.2847,22.3507,22.278,22.4865,22.8197,22.8583
22.6573,22.8003,22.5725,22.6166,22.9172,23.0062,22.3352,22.2857,22.6437,22.37,22.581,22.8473,23.0369
22.6573,22.8003,22.5725,22.6166,22.9172,23.0062,22.3352,22.2857,22.6437,22.37,22.581,22.8473,23.0369
22.7066,22.8748,22.6047,22.6309,22.9672,23.0804,22.4597,22.2871,22.9675,22.6204,22.7912,22.8933,23.0554
22.7066,22.8748,22.6047,22.6309,22.9672,23.0804,22.4597,22.2871,22.9675,22.6204,22.7912,22.8933,23.0554
22.7694,23.0683,22.6244,22.6433,23.0426,23.1728,22.7283,22.2903,23.1833,22.8345,22.9287,22.9461,23.1464
22.7694,23.0683,22.6244,22.6433,23.0426,23.1728,22.7283,22.2903,23.1833,22.8345,22.9287,22.9461,23.1464
22.9169,23.2787,22.6536,22.6551,23.2756,23.2702,22.9601,22.3154,23.6258,23.0538,22.9843,22.9723,23.2524
22.9169,23.2787,22.6536,22.6551,23.2756,23.2702,22.9601,22.3154,23.6258,23.0538,22.9843,22.9723,23.2524
23.0075,23.3942,22.6699,22.6743,23.5392,23.3284,23.0475,22.6483,24.0274,23.6154,23.013,22.994,23.2898
23.0075,23.3942,22.6699,22.6743,23.5392,23.3284,23.0475,22.6483,24.0274,23.6154,23.013,22.994,23.2898
23.0855,23.4479,22.6904,22.7316,23.8099,23.3402,23.1804,23.0102,24.2501,23.9289,23.0332,23.0307,23.3082
23.0855,23.4479,22.6904,22.7316,23.8099,23.3402,23.1804,23.0102,24.2501,23.9289,23.0332,23.0307,23.3082
23.1826,23.5059,22.761,22.7453,24.0515,23.344,23.2544,23.3415,24.4472,24.2134,23.0799,23.0786,23.3851
23.1826,23.5059,22.761,22.7453,24.0515,23.344,23.2544,23.3415,24.4472,24.2134,23.0799,23.0786,23.3851
23.2939,23.6013,22.8299,22.7641,24.2669,23.3489,23.4341,23.968,24.75,24.3757,23.1781,23.1046,23.4958
23.2939,23.6013,22.8299,22.7641,24.2669,23.3489,23.4341,23.968,24.75,24.3757,23.1781,23.1046,23.4958
23.4667,23.7233,22.8977,22.8842,24.5452,23.3603,23.5787,24.6211,24.9487,24.4289,23.208,23.149,23.6169
23.4667,23.7233,22.8977,22.8842,24.5452,23.3603,23.5787,24.6211,24.9487,24.4289,23.208,23.149,23.6169
23.5639,23.8668,23.029,23.2701,24.6132,23.3715,23.5924,24.9182,25.1042,24.4718,23.265,23.1648,23.6812
23.5639,23.8668,23.029,23.2701,24.6132,23.3715,23.5924,24.9182,25.1042,24.4718,23.265,23.1648,23.6812
23.6276,23.9996,23.1082,23.4596,24.7092,23.5581,23.6025,24.9918,25.1988,24.5302,23.3631,23.1888,23.713
23.6276,23.9996,23.1082,23.4596,24.7092,23.5581,23.6025,24.9918,25.1988,24.5302,23.3631,23.1888,23.713
23.7409,24.0813,23.1183,23.4781,24.7391,23.9568,23.6297,25.0442,25.2199,24.6067,23.4992,23.2152,23.7387
23.7409,24.0813,23.1183,23.4781,24.7391,23.9568,23.6297,25.0442,25.2199,24.6067,23.4992,23.2152,23.7387
23.8686,24.2129,23.1897,23.5415,24.7848,23.9984,24.3344,25.1046,25.2998,24.6834,23.6625,23.2536,23.8373
23.8686,24.2129,23.1897,23.5415,24.7848,23.9984,24.3344,25.1046,25.2998,24.6834,23.6625,23.2536,23.8373
24.0058,24.452,23.5485,23.8032,24.8496,24.0323,24.6205,25.1788,25.405,24.9246,23.8633,23.2844,23.9707
24.0058,24.452,23.5485,23.8032,24.8496,24.0323,24.6205,25.1788,25.405,24.9246,23.8633,23.2844,23.9707
24.3133,24.4692,23.6475,24.2611,24.9125,24.1279,24.7117,25.2577,25.454,25.1234,23.9831,23.317,24.0714
24.3133,24.4692,23.6475,24.2611,24.9125,24.1279,24.7117,25.2577,25.454,25.1234,23.9831,23.317,24.0714
24.45,24.4728,23.9984,24.2991,24.9737,24.3306,24.819,25.2898,25.5233,25.2926,24.0948,23.3384,24.1039
24.45,24.4728,23.9984,24.2991,24.9737,24.3306,24.819,25.2898,25.5233,25.2926,24.0948,23.3384,24.1039
24.6408,24.4852,24.2158,24.4236,25.0742,24.4625,24.9223,25.3506,25.5583,25.3274,24.2175,23.3871,24.1695
24.6408,24.4852,24.2158,24.4236,25.0742,24.4625,24.9223,25.3506,25.5583,25.3274,24.2175,23.3871,24.1695
24.7276,24.5417,24.352,24.6446,25.1578,24.5905,24.9804,25.409,25.6295,25.3688,24.2208,23.5053,24.2055
24.7276,24.5417,24.352,24.6446,25.1578,24.5905,24.9804,25.409,25.6295,25.3688,24.2208,23.5053,24.2055
24.7309,24.595,24.5599,24.9704,25.1801,24.8506,25.0227,25.4637,25.7741,25.3877,24.3503,23.5768,24.2196
24.7309,24.595,24.5599,24.9704,25.1801,24.8506,25.0227,25.4637,25.7741,25.3877,24.3503,23.5768,24.2196
24.735,24.7997,24.7273,25.1507,25.2697,24.9507,25.1309,25.4768,25.8376,25.4127,24.4729,23.6322,24.2436
24.735,24.7997,24.7273,25.1507,25.2697,24.9507,25.1309,25.4768,25.8376,25.4127,24.4729,23.6322,24.2436
24.7671,24.9562,24.8477,25.1485,25.4311,25.0466,25.2951,25.5112,25.8757,25.4288,24.6308,23.7043,24.3468
24.7671,24.9562,24.8477,25.1485,25.4311,25.0466,25.2951,25.5112,25.8757,25.4288,24.6308,23.7043,24.3468
24.7941,24.9882,24.958,25.2146,25.5251,25.2232,25.4016,25.5595,26.0146,25.4605,24.9897,23.8047,24.5728
24.7941,24.9882,24.958,25.2146,25.5251,25.2232,25.4016,25.5595,26.0146,25.4605,24.9897,23.8047,24.5728
24.8253,25.0216,25.0482,25.4739,25.5366,25.4189,25.4811,25.5888,26.0775,25.6031,25.1967,23.9197,24.6402
24.8253,25.0216,25.0482,25.4739,25.5366,25.4189,25.4811,25.5888,26.0775,25.6031,25.1967,23.9197,24.6402
24.8666,25.0914,25.2262,25.6042,25.538,25.509,25.5271,25.5949,26.1154,25.7513,25.2371,24.0152,24.7946
24.8666,25.0914,25.2262,25.6042,25.538,25.509,25.5271,25.5949,26.1154,25.7513,25.2371,24.0152,24.7946
24.9051,25.1602,25.3301,25.7568,25.548,25.6016,25.5771,25.6099,26.1629,25.8508,25.3596,24.1234,24.9961
24.9051,25.1602,25.3301,25.7568,25.548,25.6016,25.5771,25.6099,26.1629,25.8508,25.3596,24.1234,24.9961
24.9402,25.1908,25.4149,25.8384,25.5799,25.6296,25.647,25.6257,26.2148,25.9513,25.4745,24.2354,25.2251
24.9402,25.1908,25.4149,25.8384,25.5799,25.6296,25.647,25.6257,26.2148,25.9513,25.4745,24.2354,25.2251
24.9438,25.1987,25.481,25.8724,25.6204,25.6832,25.7154,25.6531,26.2459,26.0956,25.6094,24.3058,25.2454
24.9438,25.1987,25.481,25.8724,25.6204,25.6832,25.7154,25.6531,26.2459,26.0956,25.6094,24.3058,25.2454
24.9476,25.2332,25.5294,25.8857,25.6612,25.7136,25.83,25.7701,26.2653,26.1402,25.8039,24.3632,25.402
24.9476,25.2332,25.5294,25.8857,25.6612,25.7136,25.83,25.7701,26.2653,26.1402,25.8039,24.3632,25.402
24.9626,25.3095,25.6028,25.9091,25.7342,25.7303,25.8509,25.8329,26.2812,26.2087,25.8693,24.4271,25.5452
24.9626,25.3095,25.6028,25.9091,25.7342,25.7303,25.8509,25.8329,26.2812,26.2087,25.8693,24.4271,25.5452
24.9962,25.3711,25.7175,25.986,25.9172,25.757,25.8458,25.9177,26.293,26.2408,25.9946,24.7043,25.6576
24.9962,25.3711,25.7175,25.986,25.9172,25.757,25.8458,25.9177,26.293,26.2408,25.9946,24.7043,25.6576
25.02,25.3833,25.8427,26.0115,26.0303,25.8019,25.8462,26.0178,26.2956,26.26,26.0964,24.7989,25.7168
25.02,25.3833,25.8427,26.0115,26.0303,25.8019,25.8462,26.0178,26.2956,26.26,26.0964,24.7989,25.7168
25.1008,25.416,25.9574,26.0285,26.1175,25.8427,25.8544,26.0421,26.2937,26.3311,26.1644,24.8655,25.7785
25.1008,25.416,25.9574,26.0285,26.1175,25.8427,25.8544,26.0421,26.2937,26.3311,26.1644,24.8655,25.7785
25.1817,25.4807,25.9808,26.0572,26.157,25.8801,25.865,26.098,26.2926,26.3798,26.1815,24.9516,25.8162
25.1817,25.4807,25.9808,26.0572,26.157,25.8801,25.865,26.098,26.2926,26.3798,26.1815,24.9516,25.8162
25.2503,25.5858,26.0251,26.1184,26.1881,25.9454,25.8945,26.1367,26.2972,26.4081,26.1937,25.0293,25.856
25.2503,25.5858,26.0251,26.1184,26.1881,25.9454,25.8945,26.1367,26.2972,26.4081,26.1937,25.0293,25.856
25.367,25.6027,26.0955,26.1265,26.227,25.9817,25.917,26.178,26.3045,26.4279,26.1975,25.0896,25.8905
25.367,25.6027,26.0955,26.1265,26.227,25.9817,25.917,26.178,26.3045,26.4279,26.1975,25.0896,25.8905
25.493,25.6032,26.1221,26.1237,26.2437,25.989,25.9486,26.1951,26.3194,26.4445,26.2,25.2012,25.9435
25.493,25.6032,26.1221,26.1237,26.2437,25.989,25.9486,26.1951,26.3194,26.4445,26.2,25.2012,25.9435
25.6419,25.6063,26.2022,26.126,26.2514,25.9925,25.9834,26.1997,26.3253,26.4479,26.2023,25.3619,26.0274
25.6419,25.6063,26.2022,26.126,26.2514,25.9925,25.9834,26.1997,26.3253,26.4479,26.2023,25.3619,26.0274
25.7256,25.6151,26.2441,26.1447,26.2762,26.008,26.0149,26.2002,26.333,26.4477,26.2038,25.5169,26.0846
25.7256,25.6151,26.2441,26.1447,26.2762,26.008,26.0149,26.2002,26.333,26.4477,26.2038,25.5169,26.0846
25.7749,25.6249,26.2578,26.1583,26.3813,26.0198,26.0264,26.2037,26.3526,26.4498,26.2076,25.6611,26.1563
25.7749,25.6249,26.2578,26.1583,26.3813,26.0198,26.0264,26.2037,26.3526,26.4498,26.2076,25.6611,26.1563
25.7922,25.6498,26.2664,26.1811,26.399,26.0334,26.0386,26.2198,26.362,26.4565,26.2165,25.693,26.2203
25.7922,25.6498,26.2664,26.1811,26.399,26.0334,26.0386,26.2198,26.362,26.4565,26.2165,25.693,26.2203
25.8153,25.671,26.2764,26.2079,26.3973,26.0921,26.0425,26.2682,26.3828,26.4798,26.2287,25.701,26.258
25.8153,25.671,26.2764,26.2079,26.3973,26.0921,26.0425,26.2682,26.3828,26.4798,26.2287,25.701,26.258
25.8167,25.6738,26.2957,26.2587,26.4098,26.139,26.0603,26.2866,26.3961,26.4978,26.2523,25.7121,26.2723
25.8167,25.6738,26.2957,26.2587,26.4098,26.139,26.0603,26.2866,26.3961,26.4978,26.2523,25.7121,26.2723
25.8169,25.6857,26.3377,26.2762,26.4113,26.1877,26.1056,26.2887,26.4022,26.5077,26.2829,25.7558,26.2866
25.8169,25.6857,26.3377,26.2762,26.4113,26.1877,26.1056,26.2887,26.4022,26.5077,26.2829,25.7558,26.2866
25.8235,25.7425,26.364,26.2925,26.4094,26.2484,26.131,26.288,26.4084,26.5142,26.3306,25.7787,26.2981
25.8235,25.7425,26.364,26.2925,26.4094,26.2484,26.131,26.288,26.4084,26.5142,26.3306,25.7787,26.2981
25.864,25.8263,26.3653,26.2903,26.4067,26.2626,26.133,26.2888,26.4126,26.5181,26.3614,25.8563,26.3225
25.864,25.8263,26.3653,26.2903,26.4067,26.2626,26.133,26.2888,26.4126,26.5181,26.3614,25.8563,26.3225
25.9485,25.8771,26.3709,26.2966,26.4052,26.3194,26.1332,26.2894,26.4198,26.5214,26.3863,25.9173,26.4286
25.9485,25.8771,26.3709,26.2966,26.4052,26.3194,26.1332,26.2894,26.4198,26.5214,26.3863,25.9173,26.4286
26.0161,25.9055,26.3761,26.3134,26.4045,26.3305,26.1428,26.3037,26.4275,26.5213,26.3984,25.9448,26.453
26.0161,25.9055,26.3761,26.3134,26.4045,26.3305,26.1428,26.3037,26.4275,26.5213,26.3984,25.9448,26.453
26.0114,25.9562,26.3827,26.3614,26.4041,26.3336,26.152,26.3148,26.432,26.5213,26.4213,25.9569,26.472
26.0114,25.9562,26.3827,26.3614,26.4041,26.3336,26.152,26.3148,26.432,26.5213,26.4213,25.9569,26.472
26.0117,25.9747,26.386,26.3697,26.4048,26.3385,26.1547,26.3143,26.4347,26.5212,26.4527,25.9976,26.5104
